t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz],[V],[V],[A],?S [VA],?P [W],?Q [var],cos ?,Label
49.11,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49.125,119.189,120.554,118.641,208.179,207.348,205.207,1.04936,0.930277,0.745164,0.249937,125.072,112.149,88.4069,-114.313,-103.46,-80.9554,42.7381,32.6288,26.8222,0.913972,0.922523,0.915713,1.91454,1.99769,1.70998,60.0148,119.461,206.911,0.908268,325.628,-298.728,102.189,0.91739,0
49.141,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.172,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.188,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.204,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.235,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.25,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.266,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.282,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.313,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.329,119.136,120.605,118.699,208.215,207.457,205.159,1.06987,0.94126,0.756203,0.252017,127.461,113.52,89.7605,-115.81,-104.961,-81.3423,44.7584,33.5748,28.0694,0.908597,0.924599,0.906215,1.5498,1.89908,1.59022,60.0148,119.48,206.943,0.922445,330.741,-302.113,106.403,0.913443,0
49.344,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.375,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.391,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.407,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.422,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.454,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.469,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.485,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.5,119.159,120.418,118.683,207.953,207.254,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.532,119.109,120.477,118.663,208.059,207.281,205.313,1.05809,0.934328,0.761756,0.254981,126.081,112.51,90.4076,-114.285,-102.673,-81.6038,45.0532,36.0824,29.4359,0.906443,0.912569,0.90262,1.66441,1.80248,1.50902,60.0148,119.42,206.84,0.918057,328.998,-298.562,110.572,0.907487,0
49.547,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.563,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.594,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.61,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.625,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.641,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.672,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.688,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.704,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.735,119.109,120.477,118.663,208.059,207.281,205.159,1.06079,0.937158,0.754125,0.251646,126.35,112.906,89.4864,-114.533,-103.5,-80.763,45.7238,35.434,29.6834,0.90647,0.916695,0.902517,1.65963,1.87698,1.57429,60.0148,119.416,206.833,0.917358,328.742,-298.796,110.841,0.908906,0
49.75,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.766,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.782,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.813,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.829,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.844,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.875,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.891,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.907,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.922,119.222,120.569,118.655,208.224,207.358,205.261,1.06941,0.939083,0.759753,0.251669,127.497,113.224,90.1486,-115.752,-104.258,-81.4878,46.7626,36.3559,30.9917,0.907877,0.920806,0.903928,1.82,1.94653,1.71901,60.0148,119.482,206.947,0.922749,330.87,-301.497,114.11,0.911225,0
49.954,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
49.969,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
49.985,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.032,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.047,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.063,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.094,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.11,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.125,119.158,120.58,118.698,208.213,207.416,205.196,1.07057,0.943004,0.760133,0.25152,127.567,113.707,90.2266,-115.588,-104.599,-81.4246,47.2135,36.8057,31.2445,0.906094,0.919899,0.902445,1.74401,1.94383,1.64492,60.0148,119.479,206.942,0.924569,331.501,-301.612,115.264,0.909836,0
50.141,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.25152,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.172,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.188,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.204,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.235,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.25,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.266,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.282,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.313,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.329,119.206,120.545,118.64,208.188,207.317,205.239,1.07449,0.945472,0.764796,0.253341,128.086,113.972,90.7352,-115.807,-104.448,-81.5318,48.2582,38.0924,32.4258,0.904134,0.91644,0.898569,1.82113,1.93728,1.72967,60.0148,119.463,206.915,0.928254,332.792,-301.787,118.776,0.906831,0
50.344,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.375,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.391,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.407,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.422,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.454,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.469,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.485,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.5,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.532,119.133,120.468,118.671,208.069,207.265,205.205,1.07572,0.947143,0.762793,0.255594,128.153,114.101,90.5216,-115.775,-104.608,-81.4302,48.6055,38.2831,32.2345,0.903409,0.916803,0.899567,1.71806,1.93169,1.65025,60.0148,119.424,206.847,0.928551,332.775,-301.813,119.123,0.906956,0
50.547,119.186,120.532,118.631,208.154,207.308,205.213,1.07308,0.946481,0.764514,0.251831,127.896,114.081,90.6952,-115.556,-104.587,-81.6317,48.4598,38.1659,32.2878,0.903517,0.91678,0.900066,1.8026,1.94253,1.72353,60.0148,119.45,206.892,0.928024,332.673,-301.775,118.913,0.907124,0
50.563,119.186,120.532,118.631,208.154,207.308,205.213,1.07308,0.946481,0.764514,0.251831,127.896,114.081,90.6952,-115.556,-104.587,-81.6317,48.4598,38.1659,32.2878,0.903517,0.91678,0.900066,1.8026,1.94253,1.72353,60.0148,119.45,206.892,0.928024,332.673,-301.775,118.913,0.907124,0
