t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz],[V],[V],[A],?S [VA],?P [W],?Q [var],cos ?,Label
151.5,119.078,120.411,118.505,208.007,207.062,204.988,1.05691,0.917638,0.751679,0.241978,125.855,110.493,89.0775,-114.534,-102.75,-80.3937,41.3967,30.3764,26.4929,0.910051,0.929925,0.902514,1.66708,1.8085,1.60299,60.0266,119.331,206.686,0.908741,325.425,-297.678,98.2661,0.914736,0
151.532,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.547,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.563,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.594,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.61,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.625,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.641,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.672,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.688,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.704,119.019,120.374,118.451,207.937,206.991,204.87,1.0495,0.918102,0.741344,0.243448,124.911,110.515,87.8131,-113.637,-102.526,-79.5318,41.2035,30.4394,26.0931,0.909748,0.927704,0.905694,1.75189,1.77715,1.61311,60.0266,119.281,206.599,0.902984,323.239,-295.695,97.736,0.914786,0
151.735,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.75,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.766,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.782,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.813,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.829,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.844,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.875,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.891,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.240395,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.907,119.038,120.519,118.528,208.075,207.249,204.893,1.05662,0.932207,0.754537,0.241247,125.778,112.349,89.4339,-114.671,-104.616,-81.5441,42.654,31.6933,26.6553,0.911695,0.931173,0.91178,1.83581,1.88837,1.74179,60.0266,119.362,206.739,0.914454,327.56,-300.831,101.003,0.918399,0
151.922,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
151.954,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
151.969,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
151.985,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
152,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
152.032,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
152.047,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
152.063,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
152.094,118.897,120.295,118.449,207.694,206.988,204.767,1.04274,0.921703,0.757799,0.241247,123.979,110.876,89.7609,-111.406,-100.518,-79.9842,42.8502,33.8348,28.2627,0.898581,0.906583,0.891081,1.73977,1.71363,1.63385,60.0266,119.214,206.483,0.907415,324.617,-291.908,104.948,0.89924,0
152.11,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.241247,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.125,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.141,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.172,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.188,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.204,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.235,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.25,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.266,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.282,118.962,120.421,118.495,207.882,207.132,204.844,1.06141,0.93502,0.762403,0.248834,126.267,112.596,90.3408,-114.051,-103.374,-81.0844,44.3597,34.8749,28.8305,0.903251,0.918098,0.897539,1.82324,1.86606,1.66349,60.0266,119.293,206.619,0.919611,329.204,-298.51,108.065,0.906762,0
152.313,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.329,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.344,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.375,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.391,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.407,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.422,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.454,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.469,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.485,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.5,119.021,120.397,118.556,207.888,207.134,205.001,1.06728,0.941376,0.767436,0.249207,127.029,113.339,90.9838,-115.32,-104.132,-82.0384,44.4693,34.8348,29.1274,0.907824,0.918766,0.901681,1.77827,1.81494,1.72236,60.0266,119.324,206.674,0.925364,331.351,-301.489,108.431,0.90988,0
152.532,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.547,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.563,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.594,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.61,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.625,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.641,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.672,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.688,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.704,119.096,120.38,118.568,207.957,207.078,205.111,1.05845,0.920145,0.765375,0.24422,126.058,110.767,90.7488,-115.288,-102.985,-82.122,40.1957,31.2496,26.8258,0.914559,0.929746,0.904937,1.62715,1.77489,1.65642,60.0266,119.348,206.715,0.914658,327.574,-300.395,98.2711,0.917029,0
152.735,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.75,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.766,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.782,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.813,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.829,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.844,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.875,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.891,118.902,120.318,118.416,207.759,206.941,204.741,1.04176,0.912706,0.743288,0.242955,123.868,109.815,88.0176,-112.396,-101.525,-79.0565,41.3555,31.2568,26.3537,0.90739,0.924503,0.89819,1.60645,1.73288,1.63779,60.0266,119.212,206.48,0.899251,321.701,-292.977,98.966,0.910715,0
152.907,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242955,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
152.922,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
152.954,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
152.969,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
152.985,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153.032,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153.047,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153.063,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153.094,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153.11,119.043,120.433,118.534,207.989,207.135,204.965,1.05669,0.924438,0.755271,0.242024,125.792,111.333,89.5255,-115.176,-103.88,-81.5603,41.7088,31.4652,27.1094,0.915612,0.933051,0.911028,1.73243,1.83646,1.72309,60.0266,119.337,206.696,0.912132,326.651,-300.616,100.283,0.9203,0
153.125,119.035,120.433,118.529,207.98,207.139,204.945,1.05697,0.927761,0.75689,0.241993,125.816,111.733,89.7137,-114.852,-104.032,-81.5359,42.4933,32.3135,27.5497,0.912859,0.931079,0.908846,1.75799,1.83222,1.73651,60.0266,119.332,206.688,0.913873,327.263,-300.421,102.356,0.917979,0
153.141,119.035,120.433,118.529,207.98,207.139,204.945,1.05697,0.927761,0.75689,0.241993,125.816,111.733,89.7137,-114.852,-104.032,-81.5359,42.4933,32.3135,27.5497,0.912859,0.931079,0.908846,1.75799,1.83222,1.73651,60.0266,119.332,206.688,0.913873,327.263,-300.421,102.356,0.917979,0
153.172,119.035,120.433,118.529,207.98,207.139,204.945,1.05697,0.927761,0.75689,0.241993,125.816,111.733,89.7137,-114.852,-104.032,-81.5359,42.4933,32.3135,27.5497,0.912859,0.931079,0.908846,1.75799,1.83222,1.73651,60.0266,119.332,206.688,0.913873,327.263,-300.421,102.356,0.917979,0
153.188,119.035,120.433,118.529,207.98,207.139,204.945,1.05697,0.927761,0.75689,0.241993,125.816,111.733,89.7137,-114.852,-104.032,-81.5359,42.4933,32.3135,27.5497,0.912859,0.931079,0.908846,1.75799,1.83222,1.73651,60.0266,119.332,206.688,0.913873,327.263,-300.421,102.356,0.917979,0
153.204,119.035,120.433,118.529,207.98,207.139,204.945,1.05697,0.927761,0.75689,0.241993,125.816,111.733,89.7137,-114.852,-104.032,-81.5359,42.4933,32.3135,27.5497,0.912859,0.931079,0.908846,1.75799,1.83222,1.73651,60.0266,119.332,206.688,0.913873,327.263,-300.421,102.356,0.917979,0
