t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos (phi)1,cos (phi)2,cos (phi)3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],Tot S [VA],Tot P [W],Tot Q [var],cos(phi),Label
5.266,102.74,104.803,102.223,180.436,179.836,176.255,3.86793,3.71856,3.5994,0.222484,397.391,389.715,367.939,15.5029,21.102,42.7056,394.756,386.65,363.635,0.0390117,0.0541472,0.116067,2.91289,2.81075,2.19043,59.9945,103.255,178.842,3.72863,1155.05,79.3105,1145.04,0.0686644,4
5.281,102.74,104.803,102.223,180.436,179.836,176.255,3.86793,3.71856,3.5994,0.222484,397.391,389.715,367.939,15.5029,21.102,42.7056,394.756,386.65,363.635,0.0390117,0.0541472,0.116067,2.91289,2.81075,2.19043,59.9945,103.255,178.842,3.72863,1155.05,79.3105,1145.04,0.0686644,4
5.297,102.74,104.803,102.223,180.436,179.836,176.255,3.86793,3.71856,3.5994,0.222484,397.391,389.715,367.939,15.5029,21.102,42.7056,394.756,386.65,363.635,0.0390117,0.0541472,0.116067,2.91289,2.81075,2.19043,59.9945,103.255,178.842,3.72863,1155.05,79.3105,1145.04,0.0686644,4
5.344,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.359,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.375,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.391,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.422,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.438,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.453,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.469,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.5,101.77,104.297,102.527,178.594,180.149,175.755,3.78375,3.78632,3.46219,0.220366,385.073,394.903,354.969,39.4282,26.508,44.3828,381.651,392.37,350.893,0.102391,0.0671252,0.125033,2.42828,2.43773,2.10798,59.9945,102.865,178.166,3.67742,1134.95,110.319,1124.91,0.0972019,4
5.719,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.734,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.75,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.766,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.797,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.813,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.828,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.844,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.875,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.891,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.906,124.226,125.937,123.513,217.394,216.29,213.537,2.20487,2.03914,1.93488,0.275698,273.903,256.804,238.983,-266.986,-249.757,-233.027,51.6442,48.5559,42.8312,0.974748,0.972557,0.975079,1.9019,1.8749,1.44371,59.9945,124.559,215.74,2.05963,769.689,-749.77,143.031,0.97412,4
5.922,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
5.953,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
5.969,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
5.984,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
6.016,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
6.031,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
6.047,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
6.063,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
6.094,123.244,124.965,122.605,215.663,214.688,211.911,2.00827,1.85985,1.76081,0.275052,247.507,232.416,215.883,-240.748,-224.954,-210.312,42.7688,41.7922,33.7599,0.972689,0.967896,0.974191,1.79025,2.11274,1.62816,59.9945,123.605,214.087,1.87631,695.806,-676.013,118.321,0.971554,4
5.235,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.266,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.282,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.297,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.313,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.344,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.36,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.375,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.391,108.492,110.678,107.485,190.836,189.309,185.638,3.83252,3.55754,3.49945,0.243153,415.797,393.742,376.14,-89.809,-79.9549,-49.81,362.969,347.575,329.14,0.215993,0.203064,0.132424,2.94468,2.31195,2.35944,59.9943,108.885,188.594,3.62984,1185.68,-219.574,1039.68,0.185188,4
5.422,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.438,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.454,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.485,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.5,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.516,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.532,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.563,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.579,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.594,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.61,107.136,108.484,105.99,187.571,185.877,183.594,3.9589,3.77473,3.72861,0.254639,424.139,409.496,395.194,-83.1062,-62.1129,-44.4407,414.324,402.888,391.395,0.195941,0.151681,0.112453,2.41611,2.30986,1.83579,59.9943,107.203,185.681,3.82074,1228.83,-189.66,1208.61,0.154342,4
5.641,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.657,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.672,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.688,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.719,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.735,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.75,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.782,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.797,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.813,111.649,112.487,110.254,194.965,192.786,191.428,3.4357,3.25393,3.23546,0.257319,383.594,366.025,356.724,-123.738,-93.6128,-80.6376,309.237,296.829,297.349,0.322575,0.255755,0.226051,2.05237,2.05308,1.74205,59.9943,111.464,193.06,3.30836,1106.34,-297.988,903.415,0.269346,4
5.141,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.156,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.172,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.188,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.219,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.234,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.25,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.266,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.297,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.313,107.631,111.238,107.229,190.666,190.155,183.994,3.72195,3.40315,3.20179,0.233993,400.598,378.558,343.323,-62.5379,-74.2106,-22.502,332.3,312.891,279.771,0.156111,0.196035,0.0655418,2.60275,2.25832,2.07403,59.9938,108.699,188.272,3.44229,1122.48,-159.251,924.962,0.141874,4
5.328,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.233993,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.359,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.375,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.391,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.406,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.438,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.453,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.469,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.484,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.516,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.234571,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.531,104.336,107.6,103.884,184.573,184.062,178.379,4.06278,3.79183,3.54954,0.24616,423.894,408,368.741,-34.4082,-45.2015,3.61589,420.798,403.45,367.274,0.0811717,0.110788,0.00980606,2.57303,2.61675,2.16681,59.9938,105.273,182.338,3.80138,1200.64,-75.9939,1191.52,0.0632947,4
5.547,107.83,110.786,106.788,190.583,189.072,183.959,3.706,3.44,3.19991,0.24616,399.616,381.103,341.71,-69.8564,-74.6759,-22.0933,358.678,333.079,308.08,0.174809,0.195947,0.0646552,2.14815,2.20626,1.97571,59.9938,108.468,187.871,3.44863,1122.43,-166.626,999.837,0.148451,4
5.578,107.83,110.786,106.788,190.583,189.072,183.959,3.706,3.44,3.19991,0.24616,399.616,381.103,341.71,-69.8564,-74.6759,-22.0933,358.678,333.079,308.08,0.174809,0.195947,0.0646552,2.14815,2.20626,1.97571,59.9938,108.468,187.871,3.44863,1122.43,-166.626,999.837,0.148451,4
5.594,107.83,110.786,106.788,190.583,189.072,183.959,3.706,3.44,3.19991,0.24616,399.616,381.103,341.71,-69.8564,-74.6759,-22.0933,358.678,333.079,308.08,0.174809,0.195947,0.0646552,2.14815,2.20626,1.97571,59.9938,108.468,187.871,3.44863,1122.43,-166.626,999.837,0.148451,4
