t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos (phi)1,cos (phi)2,cos (phi)3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],Tot S [VA],Tot P [W],Tot Q [var],cos(phi),Label
5.953,106.827,110.712,108.459,188.397,191.416,184.83,4.21268,4.25496,3.68236,0.263778,450.028,471.077,399.385,-78.6394,-120.435,-74.9628,440.245,453.209,390.08,0.174743,0.25566,0.187696,2.49389,2.3055,2.2414,60.0287,108.666,188.214,4.05,1320.49,-274.038,1283.53,0.207527,4
5.968,106.827,110.712,108.459,188.397,191.416,184.83,4.21268,4.25496,3.68236,0.263778,450.028,471.077,399.385,-78.6394,-120.435,-74.9628,440.245,453.209,390.08,0.174743,0.25566,0.187696,2.49389,2.3055,2.2414,60.0287,108.666,188.214,4.05,1320.49,-274.038,1283.53,0.207527,4
5.984,106.827,110.712,108.459,188.397,191.416,184.83,4.21268,4.25496,3.68236,0.263778,450.028,471.077,399.385,-78.6394,-120.435,-74.9628,440.245,453.209,390.08,0.174743,0.25566,0.187696,2.49389,2.3055,2.2414,60.0287,108.666,188.214,4.05,1320.49,-274.038,1283.53,0.207527,4
6.015,106.827,110.712,108.459,188.397,191.416,184.83,4.21268,4.25496,3.68236,0.263778,450.028,471.077,399.385,-78.6394,-120.435,-74.9628,440.245,453.209,390.08,0.174743,0.25566,0.187696,2.49389,2.3055,2.2414,60.0287,108.666,188.214,4.05,1320.49,-274.038,1283.53,0.207527,4
6.031,106.827,110.712,108.459,188.397,191.416,184.83,4.21268,4.25496,3.68236,0.263778,450.028,471.077,399.385,-78.6394,-120.435,-74.9628,440.245,453.209,390.08,0.174743,0.25566,0.187696,2.49389,2.3055,2.2414,60.0287,108.666,188.214,4.05,1320.49,-274.038,1283.53,0.207527,4
6.046,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.062,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.093,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.109,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.125,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.14,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.171,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.187,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.203,107.005,110.568,108.75,188.254,191.518,185.431,4.01648,4.13264,3.55935,0.261029,429.782,456.937,387.078,-71.0962,-111.291,-75.2236,422.521,441.803,378.307,0.165424,0.243558,0.194337,1.84845,1.99849,1.8738,60.0287,108.774,188.401,3.90282,1273.8,-257.611,1242.63,0.202238,4
6.234,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.25,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.265,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.281,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.312,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.328,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.343,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.375,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.39,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.406,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
6.421,115.269,117.363,115.185,201.954,201.952,198.525,2.65936,2.68994,2.35328,0.269171,306.541,315.698,271.062,-128.405,-132.102,-105.001,179.053,177.209,154.035,0.418883,0.418445,0.38737,1.81189,1.73267,1.703,60.0287,115.939,200.81,2.56753,893.302,-365.509,510.296,0.409166,4
5.812,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
5.828,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
5.843,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
5.875,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
5.89,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
5.906,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
5.921,112.02,116.586,113.042,198.559,200.445,192.746,3.39848,3.2202,2.57948,0.271127,380.699,375.431,291.589,-97.7294,-142.484,-75.4567,242.892,237.986,177.749,0.25671,0.379522,0.258778,2.27458,1.96083,2.03708,59.9832,113.883,197.25,3.06606,1047.72,-315.67,658.627,0.301293,4
